Effective date 	S&P GSCI Kansas Wheat TR	S&P GSCI Kansas Wheat ER	S&P GSCI Kansas Wheat
2017-02-13	29.74	21.32	147.2
2017-02-14	29.65	21.25	146.74
2017-02-15	29.9	21.43	147.97
2017-02-16	29.21	20.94	144.59
2017-02-17	29.11	20.87	144.05
2017-02-21	28.87	20.7	142.9
2017-02-22	29.23	20.95	144.67
2017-02-23	29.25	20.97	144.74
2017-02-24	28.97	20.77	143.36
2017-02-27	28.35	20.32	140.29
2017-02-28	28.75	20.61	142.29
2017-03-01	29.61	21.22	146.51
2017-03-02	29.17	20.91	144.36
2017-03-03	29.27	20.98	144.82
2017-03-06	29.41	21.08	145.51
2017-03-07	29.31	21.01	145.05
2017-03-08	28.91	20.72	143.05
2017-03-09	28.7	20.56	141.98
2017-03-10	28.26	20.25	139.83
2017-03-13	27.47	19.69	135.92
2017-03-14	27.46	19.68	135.84
2017-03-15	27.75	19.89	137.3
2017-03-16	27.92	20.01	138.14
2017-03-17	28.14	20.16	139.22
2017-03-20	27.63	19.8	136.68
2017-03-21	27.2	19.49	134.54
2017-03-22	26.84	19.23	132.77
2017-03-23	26.56	19.03	131.39
2017-03-24	26.56	19.03	131.39
2017-03-27	26.15	18.73	129.32
2017-03-28	26.32	18.85	130.16
2017-03-29	26.29	18.83	130.01
2017-03-30	25.9	18.55	128.09
2017-03-31	26.1	18.7	129.09
2017-04-03	26.01	18.63	128.63
2017-04-04	26.18	18.75	129.47
2017-04-05	26.38	18.9	130.47
2017-04-06	26.07	18.68	128.93
2017-04-07	26.18	18.75	130.24
2017-04-10	26.42	18.92	132.19
2017-04-11	26.67	19.1	134.18
2017-04-12	26.69	19.12	135.07
2017-04-13	26.5	18.98	134.84
2017-04-17	25.89	18.54	131.7
2017-04-18	26.07	18.67	132.62
2017-04-19	25.92	18.56	131.85
2017-04-20	25.07	17.95	127.55
2017-04-21	25.18	18.03	128.09
2017-04-24	25	17.9	127.17
2017-04-25	25.64	18.35	130.39
2017-04-26	25.67	18.37	130.54
2017-04-27	26.18	18.74	133.15
2017-04-28	26.39	18.89	134.23
2017-05-01	28.11	20.12	142.98
2017-05-02	28.24	20.21	143.59
2017-05-03	27.96	20.02	142.21
2017-05-04	26.83	19.21	136.45
2017-05-05	27.17	19.44	138.14
2017-05-08	26.82	19.2	136.38
2017-05-09	26.49	18.96	134.69
2017-05-10	26.52	18.98	134.84
2017-05-11	26.61	19.04	135.3
2017-05-12	26.52	18.98	134.84
2017-05-15	25.87	18.52	131.54
2017-05-16	25.63	18.34	130.31
2017-05-17	25.75	18.43	130.93
2017-05-18	25.73	18.41	130.78
2017-05-19	26.45	18.93	134.46
2017-05-22	26.33	18.84	133.85
2017-05-23	26	18.6	132.16
2017-05-24	26.14	18.7	132.85
2017-05-25	26.05	18.63	132.39
2017-05-26	26.43	18.9	134.31
2017-05-30	26.17	18.72	133
2017-05-31	26.08	18.66	132.54
2017-06-01	26.02	18.61	132.23
2017-06-02	26.17	18.72	133
2017-06-05	25.98	18.58	132
2017-06-06	26.46	18.93	134.46
2017-06-07	26.95	19.27	137.96
2017-06-08	27.41	19.6	141.38
2017-06-09	27.3	19.52	141.87
2017-06-12	26.78	19.15	140.28
2017-06-13	27.59	19.73	145.59
2017-06-14	27.64	19.76	145.82
2017-06-15	28.12	20.11	148.35
2017-06-16	28.6	20.45	150.88
2017-06-19	28.56	20.42	150.65
2017-06-20	28.65	20.48	151.11
2017-06-21	28.26	20.2	149.04
2017-06-22	28.27	20.21	149.12
2017-06-23	28.08	20.07	148.12
2017-06-26	27.44	19.62	144.74
2017-06-27	27.69	19.79	146.05
2017-06-28	27.96	19.98	147.43
2017-06-29	29.08	20.78	153.34
2017-06-30	30.82	22.03	162.55
2017-07-03	32.57	23.28	171.76
2017-07-05	33.16	23.69	174.83
2017-07-06	31.82	22.74	167.77
2017-07-07	31.62	22.59	166.69
2017-07-10	32.45	23.18	171.07
2017-07-11	32.46	23.2	171.14
2017-07-12	31.68	22.63	167
2017-07-13	30.02	21.45	158.25
2017-07-14	29.9	21.36	157.64
2017-07-17	29.5	21.07	155.49
2017-07-18	29.28	20.92	154.34
2017-07-19	29.14	20.81	153.57
2017-07-20	29.34	20.96	154.64
2017-07-21	28.89	20.64	152.26
2017-07-24	28.4	20.28	149.65
2017-07-25	27.54	19.67	145.13
2017-07-26	27.7	19.78	145.97
2017-07-27	28.02	20.01	147.66
2017-07-28	28.02	20.01	147.66
2017-07-31	27.66	19.75	145.74
2017-08-01	27.11	19.36	142.82
2017-08-02	27.07	19.33	142.59
2017-08-03	26.79	19.13	141.14
2017-08-04	26.78	19.12	141.06
2017-08-07	27.2	19.42	144.99
2017-08-08	26.84	19.16	144.71
2017-08-09	27.02	19.29	147.38
2017-08-10	26.16	18.67	144.36
2017-08-11	25.79	18.41	144.05
2017-08-14	25.52	18.22	142.52
2017-08-15	24.96	17.81	139.37
2017-08-16	24.57	17.54	137.22
2017-08-17	24.3	17.34	135.69
2017-08-18	24.31	17.35	135.76
2017-08-21	23.96	17.1	133.77
2017-08-22	23.48	16.75	131.08
2017-08-23	23.41	16.7	130.7
2017-08-24	23.82	17	133
2017-08-25	23.77	16.96	132.69
2017-08-28	23.4	16.7	130.62
2017-08-29	23.44	16.72	130.85
2017-08-30	23.61	16.84	131.77
2017-08-31	23.99	17.12	133.92
2017-09-01	24.13	17.21	134.69
2017-09-05	24.48	17.46	136.61
2017-09-06	24.68	17.61	137.76
2017-09-07	24.3	17.33	135.61
2017-09-08	24.29	17.32	135.53
2017-09-11	23.92	17.06	133.46
2017-09-12	24.3	17.33	135.61
2017-09-13	24.44	17.43	136.38
2017-09-14	24.32	17.34	135.69
2017-09-15	24.54	17.5	136.91
2017-09-18	24.34	17.35	135.76
2017-09-19	24.32	17.34	135.69
2017-09-20	24.65	17.58	137.53
2017-09-21	24.74	17.64	137.99
2017-09-22	24.78	17.67	138.22
2017-09-25	24.99	17.81	139.37
2017-09-26	24.89	17.74	138.83
2017-09-27	25.26	18.01	140.91
2017-09-28	24.93	17.77	139.06
2017-09-29	24.37	17.37	135.92
2017-10-02	24.18	17.23	134.84
2017-10-03	24.32	17.33	135.61
2017-10-04	24	17.11	133.85
2017-10-05	23.91	17.04	133.31
2017-10-06	24.05	17.14	134.08
2017-10-09	23.72	16.9	132.23
2017-10-10	23.75	16.92	132.39
2017-10-11	23.58	16.8	131.47
2017-10-12	23.47	16.72	130.85
2017-10-13	24.02	17.12	133.92
2017-10-16	23.89	17.02	133.15
2017-10-17	23.86	17	133
2017-10-18	23.57	16.79	131.39
2017-10-19	23.64	16.84	131.77
2017-10-20	23.28	16.59	129.78
2017-10-23	23.88	17.01	133.08
2017-10-24	23.91	17.03	133.23
2017-10-25	23.88	17.01	133.08
2017-10-26	23.59	16.8	131.47
2017-10-27	23.43	16.69	130.54
2017-10-30	23.24	16.55	129.47
2017-10-31	22.95	16.34	127.86
2017-11-01	22.91	16.31	127.63
2017-11-02	23.46	16.7	130.7
2017-11-03	23.52	16.74	131.01
2017-11-06	23.7	16.87	132
2017-11-07	23.5	16.73	131.99
2017-11-08	23.56	16.78	133.38
2017-11-09	23.63	16.83	134.83
2017-11-10	23.86	16.98	137.11
2017-11-13	23.55	16.76	136.38
2017-11-14	23.6	16.8	136.68
2017-11-15	23.07	16.42	133.61
2017-11-16	23.04	16.4	133.38
2017-11-17	23.3	16.58	134.92
2017-11-20	23	16.37	133.15
2017-11-21	23.21	16.52	134.38
2017-11-22	23.25	16.55	134.61
2017-11-24	22.91	16.3	132.62
2017-11-27	22.55	16.05	130.54
2017-11-28	22.69	16.14	131.31
2017-11-29	22.89	16.28	132.46
2017-11-30	22.89	16.28	132.46
2017-12-01	23.21	16.51	134.31
2017-12-04	23.02	16.38	133.23
2017-12-05	22.89	16.28	132.46
2017-12-06	22.47	15.98	130.01
2017-12-07	22.32	15.88	129.16
2017-12-08	22.18	15.77	128.32
2017-12-11	21.9	15.58	126.71
2017-12-12	21.82	15.52	126.25
2017-12-13	22.09	15.71	127.78
2017-12-14	22.2	15.78	128.4
2017-12-15	22.16	15.75	128.17
2017-12-18	22.25	15.82	128.7
2017-12-19	22.29	15.85	128.93
2017-12-20	22.43	15.94	129.7
2017-12-21	22.52	16.01	130.24
2017-12-22	22.42	15.93	129.62
2017-12-26	22.3	15.85	128.93
2017-12-27	22.59	16.06	130.62
2017-12-28	22.66	16.1	131.01
2017-12-29	22.69	16.12	131.16
2018-01-02	23.09	16.41	133.46
2018-01-03	23.42	16.64	135.38
2018-01-04	23.36	16.59	135
2018-01-05	23.24	16.51	134.31
2018-01-08	23.01	16.35	133
2018-01-09	23.32	16.57	134.77
2018-01-10	23.4	16.62	135.23
2018-01-11	23.39	16.61	135.15
2018-01-12	22.65	16.08	130.85
2018-01-16	22.42	15.92	129.55
2018-01-17	22.69	16.11	131.08
2018-01-18	22.82	16.21	131.85
2018-01-19	22.72	16.13	131.24
2018-01-22	22.78	16.17	131.54
2018-01-23	22.5	15.97	129.93
2018-01-24	23.02	16.34	132.92
2018-01-25	23.12	16.41	133.54
2018-01-26	23.55	16.72	135.99
2018-01-29	24.08	17.09	139.06
2018-01-30	24.98	17.73	144.21
2018-01-31	24.84	17.63	143.44
2018-02-01	24.83	17.62	143.36
2018-02-02	24.63	17.48	142.21
2018-02-05	24.56	17.42	141.75
2018-02-06	24.94	17.7	143.98
2018-02-07	25.58	18.15	148.56
2018-02-08	25.24	17.91	147.51
2018-02-09	24.77	17.57	145.66
2018-02-12	25.41	18.02	150.33
2018-02-13	25.23	17.9	150.19
2018-02-14	24.99	17.72	148.73
2018-02-15	25.43	18.04	151.34
2018-02-16	25.45	18.05	151.5
2018-02-20	25.14	17.82	149.58
2018-02-21	24.85	17.62	147.89
2018-02-22	25.09	17.79	149.27
2018-02-23	25.01	17.73	148.81
2018-02-26	25.47	18.05	151.5
2018-02-27	26.05	18.47	154.95
2018-02-28	26.95	19.11	160.32
2018-03-01	28.05	19.88	166.85
2018-03-02	27.55	19.53	163.85
2018-03-05	28.16	19.96	167.46
2018-03-06	27.95	19.81	166.23
2018-03-07	27.58	19.54	164.01
2018-03-08	27.53	19.51	163.7
2018-03-09	26.87	19.04	159.79
2018-03-12	26.97	19.11	160.32
2018-03-13	26.87	19.03	159.71
2018-03-14	27.1	19.2	161.09
2018-03-15	26.52	18.79	157.64
2018-03-16	25.8	18.27	153.34
2018-03-19	24.29	17.2	144.36
2018-03-20	24.28	17.19	144.28
2018-03-21	24.05	17.03	142.9
2018-03-22	24.33	17.23	144.59
2018-03-23	24.76	17.53	147.12
2018-03-26	24.2	17.13	143.75
2018-03-27	23.98	16.97	142.44
2018-03-28	23.82	16.86	141.52
2018-03-29	24.15	17.09	143.44
2018-04-02	24.16	17.1	143.52
2018-04-03	25.06	17.73	148.81
2018-04-04	25.12	17.78	149.19
2018-04-05	25.77	18.24	153.03
2018-04-06	26.2	18.54	156.72
2018-04-09	27.03	19.12	162.81
2018-04-10	26.97	19.08	163.62
2018-04-11	26.73	18.91	163.3
2018-04-12	26.24	18.56	161.47
2018-04-13	25.7	18.18	158.1
2018-04-16	24.8	17.54	152.57
2018-04-17	24.93	17.63	153.34
2018-04-18	25.34	17.92	155.87
2018-04-19	25.68	18.16	157.94
2018-04-20	25.06	17.72	154.11
2018-04-23	25.1	17.74	154.34
2018-04-24	25.56	18.07	157.18
2018-04-25	26.29	18.58	161.63
2018-04-26	26.01	18.39	159.94
2018-04-27	26.49	18.72	162.86
2018-04-30	26.84	18.97	165
2018-05-01	27.62	19.52	169.76
2018-05-02	27.73	19.6	170.45
2018-05-03	28.36	20.04	174.29
2018-05-04	27.76	19.61	170.61
2018-05-07	26.95	19.04	165.62
2018-05-08	26.89	19	165.23
2018-05-09	26.55	18.76	163.16
2018-05-10	26.33	18.6	161.78
2018-05-11	25.88	18.28	159.02
2018-05-14	25.47	17.99	156.49
2018-05-15	25.48	17.99	156.49
2018-05-16	25.69	18.14	157.79
2018-05-17	25.94	18.32	159.32
2018-05-18	26.93	19.01	165.39
2018-05-21	26.32	18.58	161.63
2018-05-22	27.02	19.08	165.92
2018-05-23	27.59	19.47	169.38
2018-05-24	27.45	19.38	168.53
2018-05-25	28.2	19.91	173.14
2018-05-29	27.83	19.64	170.84
2018-05-30	27.05	19.09	166
2018-05-31	27.13	19.15	166.54
2018-06-01	27.05	19.09	166
2018-06-04	26.09	18.41	160.09
2018-06-05	26.47	18.67	162.39
2018-06-06	27.01	19.05	165.69
2018-06-07	27.24	19.22	168.29
2018-06-08	26.92	18.99	167.32
2018-06-11	26.72	18.84	166.97
2018-06-12	27.62	19.48	173.48
2018-06-13	26.97	19.02	170.38
2018-06-14	26.16	18.44	165.23
2018-06-15	25.96	18.31	164.01
2018-06-18	25.03	17.65	158.1
2018-06-19	24.26	17.1	153.19
2018-06-20	24.59	17.33	155.26
2018-06-21	24.79	17.48	156.56
2018-06-22	24.58	17.32	155.18
2018-06-25	23.7	16.7	149.65
2018-06-26	23.12	16.29	145.97
2018-06-27	23.26	16.39	146.82
2018-06-28	22.95	16.17	144.9
2018-06-29	23.76	16.74	149.96
2018-07-02	22.9	16.13	144.51
2018-07-03	23.54	16.58	148.58
2018-07-05	24.48	17.24	154.49
2018-07-06	24.96	17.58	157.48
2018-07-09	24.62	17.34	155.33
2018-07-10	24.08	16.95	151.88
2018-07-11	23.07	16.24	145.51
2018-07-12	23.42	16.49	147.74
2018-07-13	23.93	16.85	150.96
2018-07-16	23.59	16.6	148.73
2018-07-17	23.89	16.82	150.65
2018-07-18	23.75	16.71	149.73
2018-07-19	24.17	17.01	152.42
2018-07-20	24.76	17.42	156.1
2018-07-23	24.87	17.5	156.79
2018-07-24	24.83	17.47	156.49
2018-07-25	26.34	18.53	166
2018-07-26	26.01	18.3	163.93
2018-07-27	25.94	18.25	163.47
2018-07-30	26.68	18.77	168.15
2018-07-31	27.11	19.07	170.84
2018-08-01	27.47	19.32	173.06
2018-08-02	27.74	19.51	174.75
2018-08-03	27.64	19.44	174.14
2018-08-06	28.56	20.08	179.89
2018-08-07	28.24	19.86	179.6
2018-08-08	28.46	20.01	182.61
2018-08-09	28.17	19.81	182.33
2018-08-10	27.27	19.17	178.04
2018-08-13	26.42	18.57	174.06
2018-08-14	26.68	18.75	175.75
2018-08-15	26.23	18.43	172.76
2018-08-16	26.8	18.83	176.52
2018-08-17	27.59	19.39	181.73
2018-08-20	26.79	18.82	176.44
2018-08-21	26.21	18.41	172.6
2018-08-22	25.98	18.25	171.07
2018-08-23	25.85	18.16	170.22
2018-08-24	25.49	17.91	167.84
2018-08-27	24.72	17.36	162.7
2018-08-28	24.61	17.28	162.01
2018-08-29	25.62	17.99	168.61
2018-08-30	25.23	17.72	166.08
2018-08-31	25.81	18.12	169.84
2018-09-04	25.05	17.59	164.85
2018-09-05	24.64	17.29	162.09
2018-09-06	24.11	16.92	158.63
2018-09-07	24.02	16.86	158.02
2018-09-10	24.77	17.38	162.93
2018-09-11	24.4	17.12	160.48
2018-09-12	23.65	16.6	155.56
2018-09-13	23.42	16.43	154.03
2018-09-14	24.1	16.91	158.48
2018-09-17	23.94	16.79	157.41
2018-09-18	24.09	16.9	158.4
2018-09-19	24.57	17.23	161.55
2018-09-20	24.61	17.26	161.78
2018-09-21	24.53	17.2	161.24
2018-09-24	24.71	17.32	162.39
2018-09-25	24.39	17.1	160.25
2018-09-26	24.34	17.06	159.94
2018-09-27	24.17	16.94	158.79
2018-09-28	23.89	16.74	156.95
2018-10-01	23.9	16.75	157.02
2018-10-02	24.42	17.11	160.4
2018-10-03	24.25	16.99	159.25
2018-10-04	24.41	17.1	160.32
2018-10-05	24.51	17.17	160.94
2018-10-08	24.19	16.95	158.86
2018-10-09	24.29	17.01	159.48
2018-10-10	24.14	16.91	158.48
2018-10-11	24.02	16.83	157.71
2018-10-12	24.52	17.17	160.94
2018-10-15	24.87	17.41	163.24
2018-10-16	24.7	17.29	162.09
2018-10-17	24.37	17.06	159.94
2018-10-18	24.08	16.86	158.02
2018-10-19	24.15	16.91	158.48
2018-10-22	23.76	16.63	155.87
2018-10-23	23.75	16.62	155.79
2018-10-24	23.26	16.28	152.57
2018-10-25	22.77	15.93	149.35
2018-10-26	23.41	16.38	153.57
2018-10-29	23.48	16.42	153.95
2018-10-30	23.16	16.2	151.88
2018-10-31	23.09	16.15	151.42
2018-11-01	23.47	16.42	153.88
2018-11-02	23.61	16.51	154.8
2018-11-05	23.64	16.53	154.95
2018-11-06	23.79	16.64	155.95
2018-11-07	23.53	16.45	155.5
2018-11-08	23.3	16.29	155.38
2018-11-09	22.85	15.97	153.66
2018-11-12	23.13	16.17	156.9
2018-11-13	22.85	15.97	156.41
2018-11-14	22.62	15.81	154.8
2018-11-15	22.57	15.78	154.49
2018-11-16	22.72	15.88	155.49
2018-11-19	22.38	15.63	153.11
2018-11-20	22.31	15.59	152.65
2018-11-21	22.12	15.45	151.34
2018-11-23	21.81	15.23	149.19
2018-11-26	21.98	15.35	150.35
2018-11-27	21.71	15.16	148.43
2018-11-28	22.1	15.43	151.11
2018-11-29	22.11	15.44	151.19
2018-11-30	22.46	15.68	153.57
2018-12-03	22.75	15.88	155.49
2018-12-04	22.69	15.84	155.1
2018-12-05	22.37	15.61	152.88
2018-12-06	22.26	15.53	152.11
2018-12-07	23	16.05	157.18
2018-12-10	22.93	15.99	156.64
2018-12-11	22.68	15.82	154.95
2018-12-12	22.97	16.03	156.95
2018-12-13	23.37	16.3	159.63
2018-12-14	23.29	16.25	159.09
2018-12-17	23.46	16.36	160.25
2018-12-18	23.25	16.21	158.79
2018-12-19	22.86	15.94	156.1
2018-12-20	22.91	15.97	156.41
2018-12-21	22.61	15.76	154.34
2018-12-24	22.6	15.75	154.26
2018-12-26	22.29	15.53	152.11
2018-12-27	22.27	15.52	151.96
2018-12-28	22.31	15.55	152.26
2018-12-31	21.99	15.32	150.04
2019-01-02	22.16	15.44	151.19
2019-01-03	22.66	15.78	154.57
2019-01-04	22.77	15.86	155.33
2019-01-07	22.64	15.77	154.41
2019-01-08	22.73	15.83	155.03
2019-01-09	22.76	15.85	155.18
2019-01-10	22.46	15.63	153.11
2019-01-11	22.72	15.81	154.87
2019-01-14	22.47	15.64	153.19
2019-01-15	22.32	15.53	152.11
2019-01-16	22.32	15.53	152.11
2019-01-17	22.7	15.8	154.72
2019-01-18	22.79	15.86	155.33
2019-01-22	22.97	15.98	156.49
2019-01-23	23.21	16.14	158.1
2019-01-24	23.05	16.03	157.02
2019-01-25	22.96	15.97	156.41
2019-01-28	22.84	15.88	155.56
2019-01-29	22.55	15.68	153.57
2019-01-30	22.64	15.74	154.18
2019-01-31	22.5	15.64	153.19
2019-02-01	22.94	15.95	156.18
2019-02-04	23.02	16	156.72
2019-02-05	23.06	16.03	156.95
2019-02-06	22.97	15.96	156.33
2019-02-07	22.38	15.56	152.8
2019-02-08	22.29	15.49	152.59
2019-02-11	22.25	15.46	152.63
2019-02-12	22.15	15.39	152.26
2019-02-13	22.3	15.49	153.65
2019-02-14	21.75	15.11	149.88
2019-02-15	21.59	14.99	148.73
2019-02-19	20.87	14.49	143.75
2019-02-20	20.42	14.17	140.6
2019-02-21	20.65	14.34	142.21
2019-02-22	20.77	14.42	143.05
2019-02-25	20.08	13.93	138.22
2019-02-26	19.81	13.75	136.38
2019-02-27	19.87	13.79	136.76
2019-02-28	19.82	13.76	136.45
2019-03-01	19.84	13.76	136.53
2019-03-04	19.76	13.71	135.99
2019-03-05	20.13	13.97	138.53
2019-03-06	19.56	13.57	134.61
2019-03-07	19.07	13.23	131.24
2019-03-08	19.22	13.33	132.23
2019-03-11	18.76	13.01	129.01
2019-03-12	19.76	13.7	135.92
2019-03-13	19.5	13.52	134.08
2019-03-14	19.49	13.51	134
2019-03-15	19.78	13.71	135.99
2019-03-18	19.49	13.51	134
2019-03-19	19.46	13.49	133.77
2019-03-20	19.83	13.74	136.3
2019-03-21	19.96	13.83	137.22
2019-03-22	19.88	13.77	136.61
2019-03-25	20.07	13.9	137.91
2019-03-26	19.8	13.72	136.07
2019-03-27	19.86	13.76	136.45
2019-03-28	19.6	13.58	134.69
2019-03-29	19.21	13.31	132
2019-04-01	19.42	13.45	133.38
2019-04-02	19.37	13.41	133
2019-04-03	19.52	13.52	134.08
2019-04-04	19.65	13.6	134.92
2019-04-05	19.28	13.35	132.8
2019-04-08	19.3	13.36	133.38
2019-04-09	19.12	13.24	132.62
2019-04-10	19.04	13.18	132.45
2019-04-11	19.25	13.32	134.31
2019-04-12	19.42	13.44	135.46
2019-04-15	19.08	13.2	133.08
2019-04-16	18.6	12.86	129.7
2019-04-17	18.76	12.98	130.85
2019-04-18	18.74	12.96	130.7
2019-04-22	18.42	12.74	128.4
2019-04-23	18.54	12.82	129.24
2019-04-24	18.12	12.53	126.32
2019-04-25	18.12	12.53	126.32
2019-04-26	17.95	12.41	125.1
2019-04-29	17.49	12.09	121.87
2019-04-30	17.36	12	120.95
2019-05-01	17.62	12.18	122.79
2019-05-02	17.85	12.33	124.33
2019-05-03	17.69	12.23	123.25
2019-05-06	17.76	12.27	123.71
2019-05-07	17.81	12.3	124.02
2019-05-08	17.79	12.29	123.87
2019-05-09	17.53	12.11	122.1
2019-05-10	17.06	11.78	118.8
2019-05-13	17.51	12.09	121.87
2019-05-14	18.03	12.45	125.48
2019-05-15	17.73	12.24	123.41
2019-05-16	18.38	12.69	127.94
2019-05-17	18.54	12.8	129.01
2019-05-20	19.17	13.23	133.38
2019-05-21	19.24	13.28	133.85
2019-05-22	19.07	13.16	132.69
2019-05-23	18.76	12.95	130.54
2019-05-24	19.5	13.46	135.69
2019-05-28	20.34	14.03	141.44
2019-05-29	20.01	13.8	139.14
2019-05-30	21.14	14.58	147.05
2019-05-31	20.88	14.4	145.2
2019-06-03	21.49	14.82	149.42
2019-06-04	20.69	14.27	143.82
2019-06-05	19.68	13.57	136.84
2019-06-06	20.11	13.86	139.75
2019-06-07	19.83	13.67	138.63
2019-06-10	20.01	13.79	140.66
2019-06-11	20.2	13.92	142.79
2019-06-12	20.43	14.08	145.19
2019-06-13	20.68	14.25	147.74
2019-06-14	20.99	14.47	149.96
2019-06-17	20.95	14.44	149.65
2019-06-18	20.5	14.13	146.43
2019-06-19	20.12	13.86	143.67
2019-06-20	20.24	13.94	144.51
2019-06-21	19.97	13.76	142.59
2019-06-24	20.53	14.14	146.58
2019-06-25	20.57	14.16	146.82
2019-06-26	20.73	14.27	147.97
2019-06-27	20.71	14.26	147.81
2019-06-28	19.85	13.67	141.67
2019-07-01	19.1	13.15	136.3
2019-07-02	18.61	12.81	132.77
2019-07-03	19.09	13.14	136.22
2019-07-05	19.16	13.19	136.68
2019-07-08	18.97	13.05	135.3
2019-07-09	18.91	13.01	134.84
2019-07-10	19	13.07	135.53
2019-07-11	19.87	13.67	141.67
2019-07-12	20.11	13.84	143.44
2019-07-15	19.33	13.3	137.84
2019-07-16	19.21	13.22	136.99
2019-07-17	19.02	13.08	135.61
2019-07-18	18.64	12.82	132.85
2019-07-19	18.95	13.03	135.07
2019-07-22	18.49	12.71	131.77
2019-07-23	18.59	12.78	132.46
2019-07-24	18.93	13.02	134.92
2019-07-25	18.85	12.96	134.31
2019-07-26	18.61	12.79	132.62
2019-07-29	18.81	12.93	134
2019-07-30	18.68	12.84	133.08
2019-07-31	18.22	12.52	129.78
2019-08-01	17.92	12.31	127.63
2019-08-02	18.18	12.49	129.47
2019-08-05	18.4	12.64	131.01
2019-08-06	18.02	12.38	128.32
2019-08-07	18.01	12.37	129.32
2019-08-08	18.04	12.39	130.5
2019-08-09	17.97	12.34	131.05
2019-08-12	16.94	11.63	124.53
2019-08-13	16.58	11.39	122.95
2019-08-14	16.59	11.39	123.02
2019-08-15	16.74	11.49	124.1
2019-08-16	16.96	11.64	125.71
2019-08-19	16.85	11.57	124.87
2019-08-20	16.65	11.43	123.41
2019-08-21	16.59	11.39	122.95
2019-08-22	16.75	11.49	124.1
2019-08-23	16.77	11.51	124.25
2019-08-26	16.66	11.43	123.41
2019-08-27	16.77	11.51	124.25
2019-08-28	16.75	11.49	124.1
2019-08-29	16.64	11.42	123.25
2019-08-30	16.46	11.29	121.95
2019-09-03	15.85	10.87	117.34
2019-09-04	15.94	10.93	118.04
2019-09-05	16.32	11.2	120.87
2019-09-06	16.3	11.18	120.72
2019-09-09	16.5	11.32	122.18
2019-09-10	16.74	11.48	123.94
2019-09-11	16.53	11.33	122.33
2019-09-12	16.73	11.47	123.87
2019-09-13	16.58	11.37	122.72
2019-09-16	16.97	11.63	125.56
2019-09-17	16.69	11.44	123.48
2019-09-18	17	11.65	125.79
2019-09-19	16.99	11.64	125.71
2019-09-20	16.91	11.59	125.1
2019-09-23	16.87	11.56	124.79
2019-09-24	16.81	11.52	124.33
2019-09-25	16.77	11.49	124.02
2019-09-26	16.94	11.61	125.33
2019-09-27	16.91	11.59	125.1
2019-09-30	17.23	11.8	127.4
2019-10-01	17.08	11.7	126.32
2019-10-02	16.85	11.54	124.56
2019-10-03	16.85	11.54	124.56
2019-10-04	16.78	11.49	124.02
2019-10-07	16.7	11.44	123.48
2019-10-08	17.04	11.66	125.94
2019-10-09	17.16	11.75	126.86
2019-10-10	16.75	11.47	123.79
2019-10-11	17.42	11.93	128.78
2019-10-14	17.69	12.11	130.7
2019-10-15	17.5	11.98	129.32
2019-10-16	17.66	12.08	130.47
2019-10-17	17.92	12.26	132.39
2019-10-18	18.02	12.33	133.15
2019-10-21	17.68	12.1	130.62
2019-10-22	17.51	11.98	129.32
2019-10-23	17.59	12.03	129.93
2019-10-24	17.43	11.93	128.78
2019-10-25	17.57	12.02	129.78
2019-10-28	17.33	11.86	128.01
2019-10-29	17.42	11.91	128.63
2019-10-30	17.39	11.89	128.4
2019-10-31	17.45	11.93	128.86
2019-11-01	17.71	12.11	130.78
2019-11-04	17.59	12.03	129.85
2019-11-05	17.82	12.18	131.54
2019-11-06	17.79	12.16	131.31
2019-11-07	17.66	12.08	130.93
2019-11-08	17.53	11.99	130.5
2019-11-11	17.56	12	131.11
2019-11-12	18.2	12.44	136.35
2019-11-13	17.69	12.09	133
2019-11-14	17.59	12.02	132.23
2019-11-15	17.38	11.88	130.7
2019-11-18	17.41	11.89	130.85
2019-11-19	17.63	12.05	132.54
2019-11-20	17.68	12.08	132.92
2019-11-21	17.5	11.96	131.54
2019-11-22	17.69	12.09	133
2019-11-25	18.19	12.42	136.68
2019-11-26	18.03	12.32	135.53
2019-11-27	17.87	12.21	134.31
2019-11-29	18.26	12.47	137.22
2019-12-02	17.95	12.26	134.84
2019-12-03	17.85	12.19	134.08
2019-12-04	18	12.29	135.23
2019-12-05	17.8	12.15	133.69
2019-12-06	17.61	12.03	132.31
2019-12-09	17.41	11.89	130.78
2019-12-10	17.63	12.03	132.39
2019-12-11	17.61	12.02	132.23
2019-12-12	18.1	12.36	135.92
2019-12-13	18.1	12.36	135.92
2019-12-16	18.89	12.89	141.83
2019-12-17	19.09	13.03	143.36
2019-12-18	18.9	12.9	141.9
2019-12-19	18.83	12.85	141.37
2019-12-20	18.9	12.9	141.9
2019-12-23	18.75	12.79	140.75
2019-12-24	18.83	12.85	141.37
2019-12-26	19.24	13.13	144.44
2019-12-27	19.62	13.39	147.28
2019-12-30	19.66	13.41	147.51
2019-12-31	19.88	13.56	149.19
2020-01-02	19.85	13.54	148.96
2020-01-03	19.43	13.25	145.82
2020-01-06	19.53	13.32	146.51
2020-01-07	19.44	13.25	145.82
2020-01-08	19.64	13.39	147.35
2020-01-09	20.06	13.68	150.5
2020-01-10	20.25	13.81	151.88
2020-01-13	20.17	13.75	151.27
2020-01-14	20.34	13.87	152.57
2020-01-15	20.32	13.85	152.42
